index,beer_name,ounces,abv,ibu,brewery_id,brewery_name,city,state,style
1417,Mustang '33,12,0.04,,366,Mustang Brewing Company,Mustang,OK,American Pale Lager
1418,Session '33 (2011),12,0.04,,366,Mustang Brewing Company,Mustang,OK,American Pale Lager
1419,Mustang Golden Ale,12,0.053,10,366,Mustang Brewing Company,Mustang,OK,American Blonde Ale
1420,Washita Wheat,12,0.053,14,366,Mustang Brewing Company,Mustang,OK,American Pale Wheat Ale
1421,Gansett Light,16,0.037,10,143,Narragansett Brewing Company,Providence,RI,Light Lager
1422,Bohemian Pils,16,0.052,30,143,Narragansett Brewing Company,Providence,RI,American Pilsner
1423,Autocrat Coffee Milk Stout,16,0.053,30,143,Narragansett Brewing Company,Providence,RI,Milk / Sweet Stout
1424,Narragansett Bohemian Pilsner,16,0.086,35,143,Narragansett Brewing Company,Providence,RI,German Pilsener
1425,Narragansett Summer Ale,12,0.042,24,143,Narragansett Brewing Company,Providence,RI,American Pale Wheat Ale
1426,Narragansett Cream Ale,16,0.05,22,143,Narragansett Brewing Company,Providence,RI,Cream Ale
1427,Narragansett Summer Ale,16,0.042,24,143,Narragansett Brewing Company,Providence,RI,American Pale Wheat Ale
1428,Narragansett Porter,16,0.07,22,143,Narragansett Brewing Company,Providence,RI,American Porter
1429,Narragansett Bock,16,0.065,32,143,Narragansett Brewing Company,Providence,RI,Bock
1430,Narragansett Fest Lager,16,0.055,15,143,Narragansett Brewing Company,Providence,RI,Märzen / Oktoberfest
1431,Undun Blonde Ale,16,0.053,,387,Natian Brewery,Portland,OR,American Blonde Ale
1432,CuDa Cascadian Dark Ale,16,0.074,,387,Natian Brewery,Portland,OR,American Black Ale
1433,Old Grogham Imperial India Pale Ale,16,0.085,86,387,Natian Brewery,Portland,OR,American Double / Imperial IPA
1434,Old Grogham Imperial India Pale Ale (2012),16,0.085,86,387,Natian Brewery,Portland,OR,American Double / Imperial IPA
1435,CuDa Cascadian Dark Ale (2012),16,0.074,,387,Natian Brewery,Portland,OR,American Black Ale
1436,Undun Blonde Ale (2012),16,0.053,,387,Natian Brewery,Portland,OR,American Blonde Ale
1437,Wick For Brains,12,0.061,11,337,Nebraska Brewing Company,Papillion,NE,Pumpkin Ale
1438,Nebraska India Pale Ale,12,0.065,65,337,Nebraska Brewing Company,Papillion,NE,American IPA
1439,EOS Hefeweizen,12,0.048,10,337,Nebraska Brewing Company,Papillion,NE,Hefeweizen
1440,Brunette Nut Brown Ale,12,0.048,15,337,Nebraska Brewing Company,Papillion,NE,English Brown Ale
1441,Cardinal Pale Ale,12,0.057,29,337,Nebraska Brewing Company,Papillion,NE,American Pale Ale (APA)
1442,County Line IPA,12,0.066,,325,Neshaminy Creek Brewing Company,Croydon,PA,American IPA
1443,Trauger Pilsner,12,0.048,,325,Neshaminy Creek Brewing Company,Croydon,PA,German Pilsener
1444,Slow Ride,12,0.045,40,82,New Belgium Brewing Company,Fort Collins,CO,American IPA
1445,Ranger IPA,12,0.065,70,82,New Belgium Brewing Company,Fort Collins,CO,American IPA
1446,Shift,12,0.05,29,82,New Belgium Brewing Company,Fort Collins,CO,American Pale Lager
1447,1554 Black Lager,12,0.056,21,82,New Belgium Brewing Company,Fort Collins,CO,Euro Dark Lager
1448,Blue Paddle,12,0.048,,82,New Belgium Brewing Company,Fort Collins,CO,Czech Pilsener
1449,California Route,12,0.055,,82,New Belgium Brewing Company,Fort Collins,CO,American Amber / Red Lager
1450,Snapshot,16,0.052,,82,New Belgium Brewing Company,Fort Collins,CO,American Pale Wheat Ale
1451,Sunshine Wheat Beer,12,0.048,,82,New Belgium Brewing Company,Fort Collins,CO,American Pale Wheat Ale
1452,Fat Tire Amber Ale,12,0.052,18,82,New Belgium Brewing Company,Fort Collins,CO,American Amber / Red Ale
1453,Shift (1),12,0.05,29,82,New Belgium Brewing Company,Fort Collins,CO,American Pale Lager
1454,Fat Tire Amber Ale (2011),12,0.052,18,82,New Belgium Brewing Company,Fort Collins,CO,American Amber / Red Ale
1455,Shift,16,0.05,29,82,New Belgium Brewing Company,Fort Collins,CO,American Pale Lager
1456,Ranger IPA,16,0.065,70,82,New Belgium Brewing Company,Fort Collins,CO,American IPA
1457,Fat Tire Amber Ale,16,0.052,18,82,New Belgium Brewing Company,Fort Collins,CO,American Amber / Red Ale
1458,Ranger IPA (Current),12,0.065,70,82,New Belgium Brewing Company,Fort Collins,CO,American IPA
1459,Sunshine Wheat Beer (2009),12,0.048,,82,New Belgium Brewing Company,Fort Collins,CO,American Pale Wheat Ale
1460,Fat Tire Amber Ale (2008),12,0.052,18,82,New Belgium Brewing Company,Fort Collins,CO,American Amber / Red Ale
1461,Weiss Trash Culture,12,0.034,6,410,New England Brewing Company,Woodbridge,CT,Berliner Weissbier
1462,Sea Hag IPA,12,0.062,,410,New England Brewing Company,Woodbridge,CT,American IPA
1463,Elm City Pilsner,12,0.05,,410,New England Brewing Company,Woodbridge,CT,American Pilsner
1464,Atlantic Amber Ale (2004),12,0.05,,410,New England Brewing Company,Woodbridge,CT,American Amber / Red Ale
1465,668 Neighbor of the Beast12 oz.,12,0.09,,410,New England Brewing Company,Woodbridge,CT,Belgian Pale Ale
1466,Gandhi-Bot Double IPA (12 oz.),12,0.088,85,410,New England Brewing Company,Woodbridge,CT,American Double / Imperial IPA
1467,668 Neighbor of the Beast (16 oz.) (2010),16,0.09,,410,New England Brewing Company,Woodbridge,CT,Belgian Pale Ale
1468,Gandhi-Bot Double IPA (16 oz.) (2010),16,0.088,85,410,New England Brewing Company,Woodbridge,CT,American Double / Imperial IPA
1469,Elm City Lager (2007),12,0.05,,410,New England Brewing Company,Woodbridge,CT,American Pilsner
1470,Atlantic Amber Ale (2007),12,0.05,,410,New England Brewing Company,Woodbridge,CT,American Amber / Red Ale
1471,Sea Hag IPA (Current),12,0.062,,410,New England Brewing Company,Woodbridge,CT,American IPA
1472,Rebirth Pale Ale,12,0.05,,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA,American Pale Ale (APA)
1473,Irish Channel Stout,16,0.068,,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA,American Stout
1474,MechaHopzilla,16,0.088,,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA,American Double / Imperial IPA
1475,Hopitoulas IPA,16,0.065,,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA,American IPA
1476,NOLA Brown Ale,12,0.039,,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA,English Dark Mild Ale
1477,NOLA Blonde Ale,12,0.049,,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA,American Blonde Ale
1478,Skylight,12,0.056,20,241,New Republic Brewing Company,College Station,TX,Dunkelweizen
1479,Kadigan,12,0.056,30,241,New Republic Brewing Company,College Station,TX,American Blonde Ale
1480,Dammit Jim!,12,0.052,50,241,New Republic Brewing Company,College Station,TX,American Amber / Red Ale
1481,Nut Brown Ale,12,0.054,,518,New South Brewing Company,Myrtle Beach,SC,English Brown Ale
1482,White Ale,12,0.046,,518,New South Brewing Company,Myrtle Beach,SC,Witbier
1483,Cream Ale,12,0.042,35,238,Newburgh Brewing Company,Newburgh,NY,Cream Ale
1484,Green Head IPA,12,0.072,,495,Newburyport Brewing Company,Newburyport,MA,American IPA
1485,Plum Island Belgian White,12,0.054,,495,Newburyport Brewing Company,Newburyport,MA,Witbier
1486,Newburyport Pale Ale,12,0.055,,495,Newburyport Brewing Company,Newburyport,MA,American Pale Ale (APA)
1487,Marblehead,16,0.055,,305,Night Shift Brewing,Everett,MA,American Amber / Red Ale
1488,Jam Session,16,0.051,31,359,NoDa Brewing Company,Charlotte,NC,American Pale Ale (APA)
1489,Hop Drop 'N Roll IPA,16,0.072,80,359,NoDa Brewing Company,Charlotte,NC,American IPA
1490,Paleo IPA,12,0.06,,431,North Country Brewing Company,Slippery Rock,PA,English India Pale Ale (IPA)
1491,Buck Snort Stout,12,0.061,,431,North Country Brewing Company,Slippery Rock,PA,American Stout
1492,Station 33 Firehouse Red,12,0.055,,431,North Country Brewing Company,Slippery Rock,PA,Irish Red Ale
1493,Slimy Pebble Pils,12,0.045,,431,North Country Brewing Company,Slippery Rock,PA,German Pilsener
1494,Get Together,16,0.045,50,0,NorthGate Brewing,Minneapolis,MN,American IPA
1495,Maggie's Leap,16,0.049,26,0,NorthGate Brewing,Minneapolis,MN,Milk / Sweet Stout
1496,Wall's End,16,0.048,19,0,NorthGate Brewing,Minneapolis,MN,English Brown Ale
1497,Pumpion,16,0.06,38,0,NorthGate Brewing,Minneapolis,MN,Pumpkin Ale
1498,Stronghold,16,0.06,25,0,NorthGate Brewing,Minneapolis,MN,American Porter
1499,Parapet ESB,16,0.056,47,0,NorthGate Brewing,Minneapolis,MN,Extra Special / Strong Bitter (ESB)
1500,Blue Boots IPA,16,0.069,,293,Northampton Brewery,Northamtpon,MA,American IPA
1501,Hoppy Bitch IPA,16,0.063,,450,Northwest Brewing Company,Pacific,WA,American IPA
1502,Three Skulls Ale Pale Ale,16,0.063,42,450,Northwest Brewing Company,Pacific,WA,American Pale Ale (APA)
1503,Walter's Premium Pilsener Beer,12,0.045,,529,Northwoods Brewpub,Eau Claire,WI,German Pilsener
1504,Floppin' Crappie,12,0.045,,529,Northwoods Brewpub,Eau Claire,WI,American Pale Wheat Ale
1505,Left of the Dial IPA,12,0.043,,271,Notch Brewing Company,Ipswich,MA,American IPA
1506,Notch Session Pils,12,0.04,,271,Notch Brewing Company,Ipswich,MA,Czech Pilsener
1507,O'Fallon Pumpkin Beer,12,0.055,,442,O'Fallon Brewery,O'Fallon,MO,Pumpkin Ale
1508,5 Day IPA,12,0.061,66,442,O'Fallon Brewery,O'Fallon,MO,American IPA
1509,O'Fallon Wheach,12,0.051,7,442,O'Fallon Brewery,O'Fallon,MO,Fruit / Vegetable Beer
1510,Watershed IPA,12,0.067,70,150,Oakshire Brewing,Eugene,OR,American IPA
1511,Oakshire Amber Ale,12,0.054,24,150,Oakshire Brewing,Eugene,OR,American Amber / Red Ale
1512,Overcast Espresso Stout,12,0.058,27,150,Oakshire Brewing,Eugene,OR,American Stout
1513,Watershed IPA (2013),12,0.067,70,150,Oakshire Brewing,Eugene,OR,American IPA
1514,Lake Monster,16,0.082,25,184,Oasis Texas Brewing Company,Austin,TX,Baltic Porter
1515,London Homesick Ale,12,0.049,27,184,Oasis Texas Brewing Company,Austin,TX,English Bitter
1516,Luchesa Lager,12,0.048,35,184,Oasis Texas Brewing Company,Austin,TX,Keller Bier / Zwickel Bier
1517,Slow Ride,12,0.048,35,184,Oasis Texas Brewing Company,Austin,TX,American Pale Ale (APA)
1518,Occidental Hefeweizen,16,0.047,,200,Occidental Brewing Company,Portland,OR,American Pale Wheat Ale
1519,Occidental Dunkel,16,0.051,,200,Occidental Brewing Company,Portland,OR,Dunkelweizen
1520,Occidental Altbier,16,0.05,,200,Occidental Brewing Company,Portland,OR,Altbier
1521,Occidental Kölsch,16,0.045,,200,Occidental Brewing Company,Portland,OR,Kölsch
1522,Perpetual Darkness,12,0.092,72,148,Odyssey Beerwerks,Arvada,CO,Belgian Strong Dark Ale
1523,Clan Warrior,12,0.087,29,148,Odyssey Beerwerks,Arvada,CO,Scotch Ale / Wee Heavy
1524,Psycho Penguin Vanilla Porter,12,0.054,36,148,Odyssey Beerwerks,Arvada,CO,American Porter
1525,Heliocentric Hefeweizen,12,0.047,,148,Odyssey Beerwerks,Arvada,CO,Hefeweizen
1526,Ghose Drifter Pale Ale,12,0.051,,148,Odyssey Beerwerks,Arvada,CO,American Pale Ale (APA)
1527,Ghost Rider Pale Ale (2013),12,0.051,,148,Odyssey Beerwerks,Arvada,CO,American Pale Ale (APA)
1528,Helios Hefeweizen (2013),12,0.047,,148,Odyssey Beerwerks,Arvada,CO,Hefeweizen
1529,The Hole in Hadrian's Wall,16,0.095,19,471,Okoboji Brewing Company,Spirit Lake,IA,Scottish Ale
1530,33 Select Brown Ale,16,0.065,26,471,Okoboji Brewing Company,Spirit Lake,IA,American Brown Ale
1531,Midwest Charm Farmhouse Ale,16,0.06,29,471,Okoboji Brewing Company,Spirit Lake,IA,Saison / Farmhouse Ale
1532,Boji Blue Pale Ale,16,0.05,45,471,Okoboji Brewing Company,Spirit Lake,IA,American Pale Ale (APA)
1533,Winter Games Select #32 Stout,16,0.057,26,471,Okoboji Brewing Company,Spirit Lake,IA,American Stout
1534,Boji Beach Golden Rye Ale,16,0.05,23,471,Okoboji Brewing Company,Spirit Lake,IA,Rye Beer
1535,Hopsmith Pale Lager,16,0.06,,301,Old Forge Brewing Company,Danville,PA,American Pale Lager
1536,Falling Down Brown Ale,16,0.065,65,301,Old Forge Brewing Company,Danville,PA,American Brown Ale
1537,Resolution Rye Stout,16,0.068,,301,Old Forge Brewing Company,Danville,PA,American Stout
1538,Plowshare Porter,16,0.055,,301,Old Forge Brewing Company,Danville,PA,American Porter
1539,Old Forge Pumpkin Ale,16,0.046,20,301,Old Forge Brewing Company,Danville,PA,Pumpkin Ale
1540,Endless Sun Ale,16,0.045,,301,Old Forge Brewing Company,Danville,PA,American Pale Wheat Ale
1541,Celestial Blonde Ale,16,0.065,,301,Old Forge Brewing Company,Danville,PA,American Blonde Ale
1542,Overbite IPA,16,0.075,,301,Old Forge Brewing Company,Danville,PA,American IPA
1543,T-Rail Pale Ale,16,0.055,,301,Old Forge Brewing Company,Danville,PA,American Pale Ale (APA)
1544,Endless Summer Ale (2011),16,0.048,,301,Old Forge Brewing Company,Danville,PA,American Pale Wheat Ale
1545,Clem's Gold,16,0.053,,390,Orlison Brewing Company,Airway Heights,WA,American Pale Lager
1546,Lizzy's Red,16,0.055,,390,Orlison Brewing Company,Airway Heights,WA,American Amber / Red Lager
1547,Orlison India Pale Lager,16,0.067,,390,Orlison Brewing Company,Airway Heights,WA,American Pale Lager
1548,Brünette,16,0.042,,390,Orlison Brewing Company,Airway Heights,WA,Euro Dark Lager
1549,Havanüther,16,0.041,,390,Orlison Brewing Company,Airway Heights,WA,Light Lager
1550,Lyric Ale,12,0.065,,216,Orpheus Brewing,Atlanta,GA,Saison / Farmhouse Ale
1551,Atalanta,12,0.053,,216,Orpheus Brewing,Atlanta,GA,Saison / Farmhouse Ale
1552,Pinner Throwback IPA,12,0.049,35,166,Oskar Blues Brewery,Longmont,CO,American IPA
1553,Centennial State Pale Ale,19.2,0.052,,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1554,Old Chub NITRO,16,0.08,,166,Oskar Blues Brewery,Longmont,CO,Scotch Ale / Wee Heavy
1555,The CROWLER™,32,,,166,Oskar Blues Brewery,Longmont,CO,
1556,CAN'D AID Foundation,12,,,166,Oskar Blues Brewery,Longmont,CO,
1557,Icey.P.A.,16,,,166,Oskar Blues Brewery,Longmont,CO,American IPA
1558,One Nut Brown,12,0.05,,166,Oskar Blues Brewery,Longmont,CO,English Brown Ale
1559,Birth IPA,12,,,166,Oskar Blues Brewery,Longmont,CO,American IPA
1560,Dale's Pale Ale,12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1561,Dale's Pale Ale,12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1562,Mama's Little Yella Pils,19.2,0.053,35,166,Oskar Blues Brewery,Longmont,CO,Czech Pilsener
1563,oSKAr the G'Rauch,19.2,0.085,,166,Oskar Blues Brewery,Longmont,CO,American IPA
1564,oSKAr the G'Rauch,16,0.085,,166,Oskar Blues Brewery,Longmont,CO,American IPA
1565,Dale's Pale Ale,19.2,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1566,The Deuce,16,0.07,,166,Oskar Blues Brewery,Longmont,CO,American Brown Ale
1567,Dale's Pale Ale (10 Year Anniversary),12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1568,Dale's Pale Ale (2012),12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1569,Gordon Imperial Red (2010),12,0.087,85,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1570,Dale's Pale Ale (2011),12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1571,Dale's Pale Ale (2010),12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1572,G'KNIGHT (16 oz.),16,0.087,85,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1573,15th Anniversary Abbey Ale (2012),16,0.09,,166,Oskar Blues Brewery,Longmont,CO,Belgian Dark Ale
1574,Chaka,16,0.08,,166,Oskar Blues Brewery,Longmont,CO,Belgian Strong Pale Ale
1575,HGH (Home Grown Hops): Part Duh,12,0.08,70,166,Oskar Blues Brewery,Longmont,CO,American Strong Ale
1576,Deviant Dale's IPA,16,0.08,,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1577,One Hit Wonder,12,0.09,60,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1578,G'KNIGHT (12 oz.),12,0.087,85,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1579,Ten Fidy Imperial Stout,12,0.099,98,166,Oskar Blues Brewery,Longmont,CO,Russian Imperial Stout
1580,Mama's Little Yella Pils,12,0.053,35,166,Oskar Blues Brewery,Longmont,CO,Czech Pilsener
1581,GUBNA Imperial IPA,12,0.099,100,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1582,Old Chub,12,0.08,35,166,Oskar Blues Brewery,Longmont,CO,Scottish Ale
1583,Gordon Ale (2009),12,0.087,85,166,Oskar Blues Brewery,Longmont,CO,American Double / Imperial IPA
1584,Dale's Pale Ale,12,0.065,65,166,Oskar Blues Brewery,Longmont,CO,American Pale Ale (APA)
1585,Gordon (2005),12,0.092,85,503,Oskar Blues Brewery,Lyons,CO,American Double / Imperial IPA
1586,Ten Fidy Imperial Stout (2008),12,0.095,98,503,Oskar Blues Brewery,Lyons,CO,Russian Imperial Stout
1587,Ten Fidy Imperial Stout (2007),12,0.099,98,503,Oskar Blues Brewery,Lyons,CO,Russian Imperial Stout
1588,Old Chub (2008),12,0.08,35,503,Oskar Blues Brewery,Lyons,CO,Scottish Ale
1589,Old Chub (2004),12,0.08,35,503,Oskar Blues Brewery,Lyons,CO,Scottish Ale
1590,Old Chub (2003),12,0.08,35,503,Oskar Blues Brewery,Lyons,CO,Scottish Ale
1591,Dale's Pale Ale (2008),12,0.065,65,503,Oskar Blues Brewery,Lyons,CO,American Pale Ale (APA)
1592,Dale's Pale Ale (2006),12,0.065,65,503,Oskar Blues Brewery,Lyons,CO,American Pale Ale (APA)
1593,Dale's Pale Ale (2004),12,0.065,65,503,Oskar Blues Brewery,Lyons,CO,American Pale Ale (APA)
1594,Dale's Pale Ale (2003),12,0.065,65,503,Oskar Blues Brewery,Lyons,CO,American Pale Ale (APA)
1595,Dale's Pale Ale (2002),12,0.065,65,503,Oskar Blues Brewery,Lyons,CO,American Pale Ale (APA)
1596,Leroy (2005),12,0.052,,503,Oskar Blues Brewery,Lyons,CO,American Brown Ale
1597,Gordon Beer (2006),12,0.087,60,503,Oskar Blues Brewery,Lyons,CO,American Double / Imperial IPA
1598,G'KNIGHT,12,0.087,85,389,Oskar Blues Brewery (North Carol...,Brevard,NC,American Double / Imperial IPA
1599,Ten Fidy,12,0.099,98,389,Oskar Blues Brewery (North Carol...,Brevard,NC,Russian Imperial Stout
1600,Deviant Dale's IPA,16,0.08,85,389,Oskar Blues Brewery (North Carol...,Brevard,NC,American Double / Imperial IPA
1601,Old Chub,12,0.08,35,389,Oskar Blues Brewery (North Carol...,Brevard,NC,Scottish Ale
1602,Dale's Pale Ale,19.2,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC,American Pale Ale (APA)
1603,Dale's Pale Ale,12,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC,American Pale Ale (APA)
1604,Fresh Slice White IPA,12,0.055,45,275,Otter Creek Brewing,Middlebury,VT,American White IPA
1605,Overgrown American Pale Ale,12,0.055,55,261,Otter Creek Brewing,Waterbury,VT,American Pale Ale (APA)
1606,Ozark American Pale Ale,12,0.04,39,259,Ozark Beer Company,Rogers,AR,American Pale Ale (APA)
1607,Hula Hoppie Session IPA,12,0.048,,341,Palisade Brewing Company,Palisade,CO,American IPA
1608,Dirty Hippie Dark Wheat,12,0.053,,341,Palisade Brewing Company,Palisade,CO,American Dark Wheat Ale
1609,Rustic Red,16,0.052,23,441,Pateros Creek Brewing Company,Fort Collins,CO,Irish Red Ale
1610,Stimulator Pale Ale,16,0.053,48,441,Pateros Creek Brewing Company,Fort Collins,CO,American Pale Ale (APA)
1611,Old Town Ale,16,0.045,22,441,Pateros Creek Brewing Company,Fort Collins,CO,Kölsch
1612,Car 21,16,0.044,28,441,Pateros Creek Brewing Company,Fort Collins,CO,English Bitter
1613,Cache La Porter,16,0.05,24,441,Pateros Creek Brewing Company,Fort Collins,CO,American Porter
1614,Rodeo Rye Pale Ale,12,0.042,35,307,Payette Brewing Company,Garden City,ID,American Pale Ale (APA)
1615,Outlaw IPA,12,0.062,65,307,Payette Brewing Company,Garden City,ID,American IPA
1616,North Fork Lager,12,0.044,,307,Payette Brewing Company,Garden City,ID,American Pale Lager
1617,Payette Pale Ale,12,0.048,35,307,Payette Brewing Company,Garden City,ID,American Pale Ale (APA)
1618,Mutton Buster,12,0.055,25,307,Payette Brewing Company,Garden City,ID,American Brown Ale
1619,Side Kick Kölsch,12,0.05,,468,Peace Tree Brewing Company,Knoxville,IA,Kölsch
1620,Fresh Cut Pilsner,12,0.046,,266,Peak Organic Brewing Company,Portland,ME,American Pilsner
1621,Summer Session Ale,12,0.05,61,266,Peak Organic Brewing Company,Portland,ME,American Pale Wheat Ale
1622,Lobo Lito,12,0.04,12,187,Pedernales Brewing Company,Fredericksburg,TX,Light Lager
1623,Robert Earl Keen Honey Pils,12,0.05,17,187,Pedernales Brewing Company,Fredericksburg,TX,American Pilsner
1624,Mound Builder IPA,12,0.065,77,205,People's Brewing Company,Lafayette,IN,American IPA
1625,Amazon Princess IPA,12,0.062,62,205,People's Brewing Company,Lafayette,IN,American IPA
1626,Farmer's Daughter Wheat,12,0.042,,205,People's Brewing Company,Lafayette,IN,American Pale Wheat Ale
1627,People's Pilsner,12,0.045,,205,People's Brewing Company,Lafayette,IN,German Pilsener
1628,Hotbox Brown,12,0.055,10,13,Perrin Brewing Company,Comstock Park,MI,American Brown Ale
1629,Gold,12,0.048,15,13,Perrin Brewing Company,Comstock Park,MI,American Blonde Ale
1630,Black,12,0.058,,13,Perrin Brewing Company,Comstock Park,MI,American Black Ale
